source_csv,model,target,model_name,n_train,n_test,rmse,mae,r2,source_type,lag,threshold,rmse_levels,mae_levels,r2_levels
ecowas_df_full_lag_zero.csv,MLP,tradeflow_imf_d,total_conflicts,2951,637,1.787110642630149,1.2767145309683123,0.6843817237472312,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,MLP,tradeflow_imf_o,total_conflicts + fatalities,2829,613,2.096147640302326,1.5389627198131337,0.5861118519452361,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,OLS Linear FE,tradeflow_baci,total_conflicts,2892,618,1.9159100648737784,1.4748243195784556,0.6737339208683524,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,OLS Linear FE,tradeflow_comtrade_d,disorder + target,2471,466,2.051955495184189,1.5638053807631922,0.6220212528801552,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,OLS Linear FE,tradeflow_comtrade_o,target,2429,476,1.80606601158684,1.362624733375171,0.6888228010331171,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,OLS Linear FE,tradeflow_imf_d,target,2951,637,2.000499960169751,1.5618065274201878,0.6045092271705628,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,OLS Linear FE,tradeflow_imf_o,target,2829,613,2.1297152958875443,1.5929580146524978,0.5727497226257843,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,PPML FE,combined_trade_baci,total_conflicts,3080,650,2.3135449771337195,1.6469407621890486,0.4360513932343168,non-synthetic,0,,283123.48093679576,105141.35204688134,0.2617043736923495
ecowas_df_full_lag_zero.csv,PPML FE,tradeflow_baci,total_conflicts + fatalities,2892,618,2.7809536804167254,2.032008035103021,0.3126005240891519,non-synthetic,0,,190427.5952374695,63956.70638833832,0.2840942327090313
ecowas_df_full_lag_zero.csv,PPML FE,tradeflow_comtrade_d,target,2471,466,2.622160100088181,1.9200216390407243,0.3827658929517521,non-synthetic,0,,95176.7710559123,45561.41900541457,0.6019868889022202
ecowas_df_full_lag_zero.csv,PPML FE,tradeflow_comtrade_o,disorder + perpetrator + target,2429,476,2.401161786098301,1.758139791522476,0.449973804173997,non-synthetic,0,,211798.4358570697,72885.58217576658,0.2680116945386321
ecowas_df_full_lag_zero.csv,PPML FE,tradeflow_imf_d,total_conflicts + fatalities,2951,637,2.621628113028244,1.9502887947002208,0.3207941271669616,non-synthetic,0,,109969.22432606344,49402.4466644169,0.5209662250472247
ecowas_df_full_lag_zero.csv,PPML FE,tradeflow_imf_o,target,2829,613,2.802786157932136,1.9967584622943129,0.2600213642866017,non-synthetic,0,,166386.09586000076,65386.62611702043,0.3507589533408254
ecowas_df_full_lag_zero.csv,Random Forest,tradeflow_baci,fatalities,2892,618,1.852539307629764,1.27285864400783,0.6949601705206032,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,Random Forest,tradeflow_comtrade_d,total_conflicts,2471,466,1.8955902775164128,1.2929011704782545,0.6774326161429491,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,Random Forest,tradeflow_comtrade_o,fatalities,2429,476,1.646868526395938,1.1334910743941895,0.7412630899477172,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,Random Forest,tradeflow_imf_d,fatalities,2951,637,1.7351313535725956,1.204337037753958,0.7024746489345939,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,Random Forest,tradeflow_imf_o,fatalities,2829,613,1.6947247516219974,1.1807823177803518,0.7294561923343951,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,XGBoost,tradeflow_baci,total_conflicts,2892,618,2.037575842393944,1.3992811908507186,0.6309805544471042,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,XGBoost,tradeflow_comtrade_d,target,2471,466,1.943017774333024,1.361061591259402,0.6610894769200428,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,XGBoost,tradeflow_comtrade_o,perpetrator,2429,476,1.8515877193656325,1.2986294393420068,0.6729387357650538,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,XGBoost,tradeflow_imf_d,target,2951,637,1.833584861552813,1.2958065262897347,0.6677528298012745,non-synthetic,0,,,,
ecowas_df_full_lag_zero.csv,XGBoost,tradeflow_imf_o,event + target,2829,613,1.9477001605953976,1.4351163877619006,0.6426585022620157,non-synthetic,0,,,,
ecowas_df_synthetic_full_lag_one_0.csv,MLP,combined_trade_baci,total_conflicts,3458,910,1.7371245855199011,1.2680202275957255,0.4870639320657413,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,MLP,tradeflow_baci,total_conflicts,3458,910,2.3806170517500185,1.7480849673106025,0.3922220471926367,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,MLP,tradeflow_comtrade_d,fatalities,3458,910,2.224245520647372,1.5463680602955348,0.3593144166035913,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,MLP,tradeflow_comtrade_o,fatalities,3458,910,2.1169800517033828,1.5127225903048924,0.3655536086422019,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,MLP,tradeflow_imf_d,total_conflicts + fatalities,3458,910,2.4267737586918554,1.6922115261819717,0.3110065290770176,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,MLP,tradeflow_imf_o,total_conflicts,3458,910,2.441327904838368,1.6827910072020358,0.3190989646720055,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,OLS Linear FE,combined_trade_baci,target,3458,910,1.538466536821424,1.1712822233595936,0.5976746357405696,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,OLS Linear FE,tradeflow_baci,perpetrator + target,3458,910,2.201982965102656,1.7427046666283743,0.4800114607873558,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,OLS Linear FE,tradeflow_comtrade_d,fatalities,3458,910,2.18024529697858,1.6520718185864425,0.3844118953720176,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,OLS Linear FE,tradeflow_comtrade_o,total_conflicts + fatalities,3458,910,2.004254341942357,1.4788014439956791,0.4313211632656953,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,OLS Linear FE,tradeflow_imf_d,perpetrator + target,3458,910,2.2876038673684924,1.782594409123187,0.3877649763983397,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,OLS Linear FE,tradeflow_imf_o,disorder + event + perpetrator + target + fatalities,3458,910,2.2963775724730016,1.7444675498665976,0.3975536777793864,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,PPML FE,combined_trade_baci,event + target,3458,910,1.7609445151292438,1.2625602210417688,0.4729004459070252,synthetic,1,0.0,246129.8598857213,97136.97664028444,0.3996029478542436
ecowas_df_synthetic_full_lag_one_0.csv,PPML FE,tradeflow_baci,disorder,3458,910,2.536970662968718,1.821538658644507,0.3097653579120967,synthetic,1,0.0,166142.03486978737,59860.3801074899,0.3259796028275683
ecowas_df_synthetic_full_lag_one_0.csv,PPML FE,tradeflow_comtrade_d,fatalities,3458,910,2.307021029407037,1.622258855626094,0.3107407406416771,synthetic,1,0.0,99873.91020367862,44017.50578189225,0.387169844378126
ecowas_df_synthetic_full_lag_one_0.csv,PPML FE,tradeflow_comtrade_o,event,3458,910,2.139658177183397,1.5046362087103118,0.3518878012562784,synthetic,1,0.0,167287.11856388184,61165.91249965473,0.3019044748991083
ecowas_df_synthetic_full_lag_one_0.csv,PPML FE,tradeflow_imf_d,fatalities,3458,910,2.539645272132058,1.8653862302731383,0.2454245929518154,synthetic,1,0.0,104793.88319716432,47857.75326918606,0.4521691438877062
ecowas_df_synthetic_full_lag_one_0.csv,PPML FE,tradeflow_imf_o,target,3458,910,2.5351957120023663,1.774419271552833,0.2657317537872052,synthetic,1,0.0,144595.72033100246,58820.91832205381,0.4423572459196333
ecowas_df_synthetic_full_lag_one_0.csv,Random Forest,combined_trade_baci,total_conflicts,3458,910,1.5491164137575515,1.1032354345307165,0.5920852442691016,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,Random Forest,tradeflow_baci,perpetrator,3458,910,2.191860730404637,1.6285367500449586,0.4847811147061518,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,Random Forest,tradeflow_comtrade_d,disorder,3458,910,2.104209641825625,1.566550790463217,0.4266002292473689,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,Random Forest,tradeflow_comtrade_o,fatalities,3458,910,1.9308184227914995,1.4138217992056623,0.4722305248986551,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,Random Forest,tradeflow_imf_d,perpetrator,3458,910,2.1787865827797974,1.640485951513045,0.4446255317057435,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,Random Forest,tradeflow_imf_o,perpetrator,3458,910,2.0511059150791704,1.515368367389891,0.5193732502592526,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,XGBoost,combined_trade_baci,fatalities,3458,910,1.628831574008195,1.134899951889225,0.5490237582462871,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,XGBoost,tradeflow_baci,event + perpetrator,3458,910,2.236787831799803,1.6443055567090452,0.4634435191209087,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,XGBoost,tradeflow_comtrade_d,disorder,3458,910,2.081782455812096,1.4856214704735016,0.438757964773791,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,XGBoost,tradeflow_comtrade_o,disorder + perpetrator,3458,910,1.9622992658295009,1.436476855787376,0.4548802928837046,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,XGBoost,tradeflow_imf_d,disorder + event + target,3458,910,2.216964329495076,1.596470980902216,0.4249919337571635,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_0.csv,XGBoost,tradeflow_imf_o,perpetrator + target,3458,910,2.1074284216730086,1.5238839117167322,0.4926152267846027,synthetic,1,0.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,MLP,combined_trade_baci,total_conflicts,3458,910,1.33171443410715,0.9734911588924756,0.5750643951958152,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,MLP,tradeflow_baci,total_conflicts + fatalities,3458,910,2.018946690212319,1.5344760710195116,0.3709379398063052,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,MLP,tradeflow_comtrade_d,total_conflicts,3458,910,2.1065525231676343,1.5285519390826343,0.130750097220692,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,MLP,tradeflow_comtrade_o,fatalities,3458,910,1.8238542819880892,1.2904583512477934,0.3703188644075753,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,MLP,tradeflow_imf_d,fatalities,3458,910,1.930329448726157,1.3416388840591222,0.3475870860982335,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,MLP,tradeflow_imf_o,total_conflicts,3458,910,1.8070410761819669,1.3345084704991723,0.4595465044924512,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,OLS Linear FE,combined_trade_baci,perpetrator + target,3458,910,1.274263959622774,0.973671315375572,0.6109372003108672,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,OLS Linear FE,tradeflow_baci,perpetrator,3458,910,1.8561890373204712,1.4988071294167646,0.4682736330406492,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,OLS Linear FE,tradeflow_comtrade_d,perpetrator,3458,910,1.7743739572143746,1.3718240851459076,0.3832766721484822,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,OLS Linear FE,tradeflow_comtrade_o,total_conflicts,3458,910,1.7803599221150708,1.316863418356733,0.3999934010086492,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,OLS Linear FE,tradeflow_imf_d,perpetrator,3458,910,1.8629005308125333,1.49074948228796,0.3923702776408173,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,OLS Linear FE,tradeflow_imf_o,target,3458,910,1.9169598569927035,1.4557198068007453,0.3917973367571988,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,PPML FE,combined_trade_baci,target,3458,910,1.4382547686279987,1.0633773961168085,0.5043529189377058,synthetic,1,10.0,238179.9649394894,94246.49355259056,0.4358092100129057
ecowas_df_synthetic_full_lag_one_10.csv,PPML FE,tradeflow_baci,disorder,3458,910,2.077671831863762,1.560787128700237,0.3338106381301301,synthetic,1,10.0,165921.68106818156,59982.29167281386,0.3265346265151611
ecowas_df_synthetic_full_lag_one_10.csv,PPML FE,tradeflow_comtrade_d,fatalities,3458,910,1.8811250436547085,1.4027027597865749,0.3068369605073067,synthetic,1,10.0,98784.26557615476,44147.88704261465,0.3989400503662187
ecowas_df_synthetic_full_lag_one_10.csv,PPML FE,tradeflow_comtrade_o,event,3458,910,1.8796409973985,1.3621459835603231,0.3312092984900989,synthetic,1,10.0,166918.9375171273,61074.41840973134,0.3043501104647592
ecowas_df_synthetic_full_lag_one_10.csv,PPML FE,tradeflow_imf_d,fatalities,3458,910,2.1102751802688906,1.6128031800486862,0.2202814642103686,synthetic,1,10.0,104076.96337981118,47946.26160318573,0.45788806709922
ecowas_df_synthetic_full_lag_one_10.csv,PPML FE,tradeflow_imf_o,target,3458,910,2.089449910503117,1.5213268088244631,0.2774195460433979,synthetic,1,10.0,144348.15527856152,58953.95345155888,0.4432895960254002
ecowas_df_synthetic_full_lag_one_10.csv,Random Forest,combined_trade_baci,fatalities,3458,910,1.29068017345619,0.9575721443449804,0.6008481144429666,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,Random Forest,tradeflow_baci,fatalities,3458,910,1.8059046163811503,1.3928412941495782,0.4966924954628859,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,Random Forest,tradeflow_comtrade_d,perpetrator,3458,910,1.7243289776891175,1.3196694507694893,0.4175745818073254,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,Random Forest,tradeflow_comtrade_o,fatalities,3458,910,1.717578115029197,1.2895038615990215,0.4415640048045377,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,Random Forest,tradeflow_imf_d,total_conflicts + fatalities,3458,910,1.7651919351623553,1.3505849117475124,0.4544387125758619,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,Random Forest,tradeflow_imf_o,total_conflicts,3458,910,1.705089838835632,1.282815345297879,0.5188097562779522,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,XGBoost,combined_trade_baci,total_conflicts,3458,910,1.3315458746463908,0.974428897084272,0.5751719593725517,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,XGBoost,tradeflow_baci,fatalities,3458,910,1.8351656609455564,1.4048298419767504,0.4802501913465675,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,XGBoost,tradeflow_comtrade_d,target,3458,910,1.7182865409331392,1.2801635815306212,0.4216493293121675,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,XGBoost,tradeflow_comtrade_o,fatalities,3458,910,1.7449073085351707,1.2823839619175217,0.423651547105384,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,XGBoost,tradeflow_imf_d,event + perpetrator,3458,910,1.722537691575103,1.2951097808489902,0.4804861337062045,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_10.csv,XGBoost,tradeflow_imf_o,event + perpetrator,3458,910,1.7702946635460328,1.317038150761728,0.4813034001855244,synthetic,1,10.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,MLP,combined_trade_baci,total_conflicts,3458,910,1.0527362845745494,0.7927135371556179,0.5950114478648212,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,MLP,tradeflow_baci,total_conflicts,3458,910,1.482213291111024,1.1248651634802902,0.454666382439722,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,MLP,tradeflow_comtrade_d,total_conflicts,3458,910,1.4137292499485503,1.0220436291916468,0.3747545766014305,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,MLP,tradeflow_comtrade_o,fatalities,3458,910,1.548851447475593,1.0607868501745632,0.2607918091053597,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,MLP,tradeflow_imf_d,total_conflicts,3458,910,1.4853391681899122,1.0874021929828506,0.3797169489481743,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,MLP,tradeflow_imf_o,fatalities,3458,910,1.566102768844186,1.1000765773854793,0.3857653812362291,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,OLS Linear FE,combined_trade_baci,perpetrator + target,3458,910,1.0496939174564937,0.8176643274579932,0.5973488679330896,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,OLS Linear FE,tradeflow_baci,disorder,3458,910,1.532038817338514,1.250834769336671,0.4173866890415194,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,OLS Linear FE,tradeflow_comtrade_d,disorder,3458,910,1.4082286549548884,1.104397780714483,0.3796105716430447,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,OLS Linear FE,tradeflow_comtrade_o,disorder + event,3458,910,1.390240224128329,1.054822125896295,0.4044380566649584,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,OLS Linear FE,tradeflow_imf_d,total_conflicts + fatalities,3458,910,1.5609868825999489,1.248824442946727,0.3149265218538907,synthetic,1,100.0,,,
