Unnamed: 0,country,year,disorder_Demonstrations,disorder_Political violence,disorder_Political violence; Demonstrations,disorder_Strategic developments,event_Battles,event_Explosions/Remote violence,event_Protests,event_Riots,event_Strategic developments,event_Violence against civilians,perpetrator_Civilians,perpetrator_External/Other forces,perpetrator_Identity militia,perpetrator_Political militia,perpetrator_Protesters,perpetrator_Rebel group,perpetrator_Rioters,perpetrator_State forces,target_Civilians,target_External/Other forces,target_Identity militia,target_Political militia,target_Protesters,target_Rebel group,target_Rioters,target_State forces,fatalities,iso3_o,iso3_d,distw_arithmetic,contig,comlang_off,comlang_ethno,gdp_o,gdp_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_imf_o,tradeflow_imf_d,dyad,tradeflow_baci_synthetic_flag,tradeflow_comtrade_o_synthetic_flag,tradeflow_comtrade_d_synthetic_flag,tradeflow_imf_o_synthetic_flag,tradeflow_imf_d_synthetic_flag,combined_trade_baci
11204,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,BFA,758.0,1.0,1.0,1.0,2499269.376,2812845.568,1991.68,1931.926,971.945,1938.869,1083.501,1259.69,BEN_BFA,0.0,0.0,0.0,0.0,0.0,3730.267
11225,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,CIV,758.0,0.0,1.0,1.0,2499269.376,10545285.12,737.661,729.831,735.929,368.048,1019.504,369.257,BEN_CIV,0.0,0.0,0.0,0.0,0.0,32162.621
11262,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GHA,415.0,0.0,0.0,0.0,2499269.376,5314871.808,10707.328,10637.304,626.015,565.061,15151.475,565.063,BEN_GHA,0.0,0.0,0.0,0.0,0.0,40072.439
11264,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GIN,1784.0,0.0,1.0,1.0,2499269.376,2833442.816,5168.0,35.866,5129.0,5456.0,5378.0,5418.0,BEN_GIN,1.0,1.0,1.0,1.0,1.0,10414.0
11266,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GMB,2196.0,0.0,0.0,0.0,2499269.376,687410.624,2111.0,,1881.0,3260.0,1753.0,4296.0,BEN_GMB,1.0,1.0,1.0,1.0,1.0,2294.189
11267,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GNB,2038.0,0.0,0.0,0.0,2499269.376,392278.176,1799.0,,1594.0,2692.0,1371.0,3810.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,2922.0
11303,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,LBR,1462.0,0.0,0.0,0.0,2499269.376,515000.0,2437.0,,2109.0,3024.0,1765.0,4349.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,2546.453
11321,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,MLI,1255.0,0.0,1.0,0.0,2499269.376,2629739.008,8588.902,329.83,8434.0,9351.72,124.976,9351.722,BEN_MLI,0.0,1.0,0.0,0.0,0.0,18407.902000000002
11336,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,NER,766.0,1.0,1.0,1.0,2499269.376,1945327.488,6320.524,5460.963,4447.851,6823.552,4972.898,6322.485,BEN_NER,0.0,0.0,0.0,0.0,0.0,8565.733
11338,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,NGA,475.0,1.0,0.0,0.0,2499269.376,44138012.672,46581.351,40573.543,9658.689,176696.715,13379.606,176679.406,BEN_NGA,0.0,0.0,0.0,0.0,0.0,77576.55900000001
11369,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,SEN,2310.0,0.0,1.0,1.0,2499269.376,4877601.792,1191.76,1191.76,1036.78,1413.926,1506.527,1416.099,BEN_SEN,0.0,0.0,0.0,0.0,0.0,10546.256
11373,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,SLE,1728.0,0.0,0.0,0.0,2499269.376,1079478.4,3022.0,74.019,2586.0,3853.0,2181.0,155930.688,BEN_SLE,1.0,1.0,1.0,1.0,0.0,5446.0
11388,Benin,2001,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,TGO,201.0,1.0,1.0,1.0,2499269.376,1332328.96,4396.618,3626.814,2456.567,3279.663,2764.524,3278.591,BEN_TGO,0.0,0.0,0.0,0.0,0.0,56861.806000000004
11435,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,BFA,758.0,1.0,1.0,1.0,2807657.472,3205592.32,2377.659,2354.666,1115.741,1911.584,1109.453,1893.148,BEN_BFA,0.0,0.0,0.0,0.0,0.0,3302.5330000000004
11456,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,CIV,758.0,0.0,1.0,1.0,2807657.472,11486664.704,1316.58,1080.663,1157.141,571.902,1150.615,570.191,BEN_CIV,0.0,0.0,0.0,0.0,0.0,43624.908
11493,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GHA,415.0,0.0,0.0,0.0,2807657.472,6166197.248,13541.199,13513.43,1456.069,902.617,13464.853,902.616,BEN_GHA,0.0,0.0,0.0,0.0,0.0,53827.020000000004
11495,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GIN,1784.0,0.0,1.0,1.0,2807657.472,2949637.12,5690.0,15.713,5518.0,6056.0,5921.0,6005.0,BEN_GIN,1.0,1.0,1.0,1.0,1.0,11384.0
11497,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GMB,2196.0,0.0,0.0,0.0,2807657.472,578235.328,2176.0,4.725,1916.0,3347.0,1736.0,4513.0,BEN_GMB,1.0,1.0,1.0,1.0,1.0,2317.927
11498,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GNB,2038.0,0.0,0.0,0.0,2807657.472,415843.488,2042.0,,1705.0,2912.0,1565.0,4168.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,3231.0
11534,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,LBR,1462.0,0.0,0.0,0.0,2807657.472,536000.0,2668.0,,2316.0,3330.0,2032.0,4640.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,4332.0
11552,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,MLI,1255.0,0.0,1.0,0.0,2807657.472,3342824.192,8362.242,296.127,10430.0,9132.768,9520.0,9132.768,BEN_MLI,0.0,1.0,0.0,1.0,0.0,8861.684000000001
11567,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,NER,766.0,1.0,1.0,1.0,2807657.472,2170481.408,8070.866,6727.274,5152.698,9863.794,5123.646,9606.744,BEN_NER,0.0,0.0,0.0,0.0,0.0,13103.729
11569,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,NGA,475.0,1.0,0.0,0.0,2807657.472,59116867.584,53155.402,50818.02,35981.326,30797.073,35778.449,30738.607,BEN_NGA,0.0,0.0,0.0,0.0,0.0,138329.84100000001
11600,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,SEN,2310.0,0.0,1.0,1.0,2807657.472,5333862.4,787.587,787.562,781.214,551.463,776.809,547.827,BEN_SEN,0.0,0.0,0.0,0.0,0.0,27253.877
11604,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,SLE,1728.0,0.0,0.0,0.0,2807657.472,1239004.288,3306.0,,3039.0,4396.0,2545.0,235156.531,BEN_SLE,1.0,1.0,1.0,1.0,0.0,3620.674
11619,Benin,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,TGO,201.0,1.0,1.0,1.0,2807657.472,1474630.144,5890.267,4956.46,4150.243,2987.889,4126.845,2970.196,BEN_TGO,0.0,0.0,0.0,0.0,0.0,54074.925
11667,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,BFA,758.0,1.0,1.0,1.0,3557229.824,4205691.136,74823.473,22543.598,2155.481,78858.398,2155.968,78245.656,BEN_BFA,0.0,0.0,0.0,0.0,0.0,84377.516
11688,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,CIV,758.0,0.0,1.0,1.0,3557229.824,13737482.24,1190.79,1027.185,1364.888,675.608,1365.198,676.725,BEN_CIV,0.0,0.0,0.0,0.0,0.0,53216.341
11725,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GHA,415.0,0.0,0.0,0.0,3557229.824,7632720.896,5367.713,5227.906,1086.231,578.672,4839.434,578.673,BEN_GHA,0.0,0.0,0.0,0.0,0.0,77406.072
11727,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GIN,1784.0,0.0,1.0,1.0,3557229.824,3446442.24,7129.0,6.536,7091.0,7400.0,7632.0,7374.0,BEN_GIN,1.0,1.0,1.0,1.0,1.0,14347.0
11729,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GMB,2196.0,0.0,0.0,0.0,3557229.824,487038.688,2493.0,54.596,2178.0,3609.0,2018.0,4821.0,BEN_GMB,1.0,1.0,1.0,1.0,1.0,3934.0
11730,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GNB,2038.0,0.0,0.0,0.0,3557229.824,476388.256,2448.0,15.032,2264.0,3842.0,2047.0,4953.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,3926.0
11766,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,LBR,1462.0,0.0,0.0,0.0,3557229.824,409000.0,2766.0,12.726,2468.0,3773.0,2104.0,5000.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,4366.0
11784,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,MLI,1255.0,0.0,1.0,0.0,3557229.824,4362439.68,55953.028,536.083,403.8,61037.458,403.89,61037.461,BEN_MLI,0.0,0.0,0.0,0.0,0.0,57994.229999999996
11799,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,NER,766.0,1.0,1.0,1.0,3557229.824,2731416.32,12422.47,9899.778,7745.028,14937.995,7746.771,14096.688,BEN_NER,0.0,0.0,0.0,0.0,0.0,16384.369
11801,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,NGA,475.0,1.0,0.0,0.0,3557229.824,67655839.744,18966.482,9489.724,12762.281,12626.436,12765.153,12618.253,BEN_NGA,0.0,0.0,0.0,0.0,0.0,53320.361999999994
11832,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,SEN,2310.0,0.0,1.0,1.0,3557229.824,6858952.704,8920.416,2817.776,2896.731,8892.623,2897.383,6537.775,BEN_SEN,0.0,0.0,0.0,0.0,0.0,43491.513999999996
11836,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,SLE,1728.0,0.0,0.0,0.0,3557229.824,1371442.56,4287.0,33.673,3741.0,5319.0,3360.0,268897.438,BEN_SLE,1.0,1.0,1.0,1.0,0.0,4602.113
11851,Benin,2003,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,TGO,201.0,1.0,1.0,1.0,3557229.824,1673690.368,14803.047,14147.962,12395.992,9652.627,12398.783,9650.707,BEN_TGO,0.0,0.0,0.0,0.0,0.0,70072.98300000001
11899,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,BFA,758.0,1.0,1.0,1.0,4050870.016,4838551.04,64779.203,6074.676,4342.499,68697.798,2185.89,69278.547,BEN_BFA,0.0,0.0,0.0,0.0,0.0,72067.03600000001
11920,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,CIV,758.0,0.0,1.0,1.0,4050870.016,15481092.096,1981.543,1856.311,1109.672,924.734,4485.099,940.02,BEN_CIV,0.0,0.0,0.0,0.0,0.0,85890.031
11957,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GHA,415.0,0.0,0.0,0.0,4050870.016,8881419.264,3413.803,3300.386,3120.76,13076.0,5480.357,1584.653,BEN_GHA,0.0,0.0,1.0,0.0,0.0,67102.052
11959,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GIN,1784.0,0.0,1.0,1.0,4050870.016,3666349.056,7990.0,95.502,8002.0,8331.0,130.219,7997.0,BEN_GIN,1.0,1.0,1.0,0.0,1.0,8117.154
11961,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GMB,2196.0,0.0,0.0,0.0,4050870.016,578785.6,2843.0,23.777,2473.0,4104.0,2368.0,5754.0,BEN_GMB,1.0,1.0,1.0,1.0,1.0,2948.3
11962,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GNB,2038.0,0.0,0.0,0.0,4050870.016,531109.344,2767.0,,2464.0,4178.0,2287.0,5678.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,4452.0
11998,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,LBR,1462.0,0.0,0.0,0.0,4050870.016,467000.0,3197.0,2.255,2919.0,4152.0,2620.0,5778.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,5001.0
12016,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,MLI,1255.0,0.0,1.0,0.0,4050870.016,4874178.56,94538.187,7235.14,7292.698,101178.99,7670.78,101178.992,BEN_MLI,0.0,0.0,0.0,0.0,0.0,95175.34000000001
12031,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,NER,766.0,1.0,1.0,1.0,4050870.016,3052898.56,21332.402,18268.254,17752.664,24268.6,15233.604,22862.668,BEN_NER,0.0,0.0,0.0,0.0,0.0,25205.746
12033,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,NGA,475.0,1.0,0.0,0.0,4050870.016,87845404.672,13589.726,3660.678,13589.727,38675.0,16679.986,14997.35,BEN_NGA,0.0,0.0,1.0,0.0,0.0,48120.626000000004
12064,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,SEN,2310.0,0.0,1.0,1.0,4050870.016,8031344.128,2530.388,2521.525,2633.915,1076.407,424.488,2177.771,BEN_SEN,0.0,0.0,0.0,0.0,0.0,37202.848
12068,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,SLE,1728.0,0.0,0.0,0.0,4050870.016,1431208.704,4774.0,,4120.0,5902.0,3737.0,203352.25,BEN_SLE,1.0,1.0,1.0,1.0,0.0,5881.529
12083,Benin,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,TGO,201.0,1.0,1.0,1.0,4050870.016,1937074.56,16610.56,15135.353,14398.688,14760.473,10001.61,14712.97,BEN_TGO,0.0,0.0,0.0,0.0,0.0,72665.615
12131,Benin,2005,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,BFA,751.0,1.0,1.0,1.0,4358016.0,5462709.248,74811.764,3917.842,2171.77,79460.339,4380.644,1876.319,BEN_BFA,0.0,0.0,0.0,0.0,0.0,77719.44099999999
12152,Benin,2005,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,CIV,758.0,0.0,1.0,1.0,4358016.0,17084928.0,4748.614,3448.88,4456.125,2267.192,1119.421,2256.398,BEN_CIV,0.0,0.0,0.0,0.0,0.0,156719.085
