Unnamed: 0,country,year,disorder_Demonstrations,disorder_Political violence,disorder_Political violence; Demonstrations,disorder_Strategic developments,event_Battles,event_Explosions/Remote violence,event_Protests,event_Riots,event_Strategic developments,event_Violence against civilians,perpetrator_Civilians,perpetrator_External/Other forces,perpetrator_Identity militia,perpetrator_Political militia,perpetrator_Protesters,perpetrator_Rebel group,perpetrator_Rioters,perpetrator_State forces,target_Civilians,target_External/Other forces,target_Identity militia,target_Political militia,target_Protesters,target_Rebel group,target_Rioters,target_State forces,fatalities,iso3_o,iso3_d,distw_arithmetic,contig,comlang_off,comlang_ethno,gdp_o,gdp_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_imf_o,tradeflow_imf_d,dyad,tradeflow_baci_synthetic_flag,tradeflow_comtrade_o_synthetic_flag,tradeflow_comtrade_d_synthetic_flag,tradeflow_imf_o_synthetic_flag,tradeflow_imf_d_synthetic_flag,combined_trade_baci
11959,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,GMB,2196.0,0.0,0.0,0.0,2455092.736,840285.248,17.167,17.167,17.167,3338.0,26.273,28.901,BEN_GMB,0.0,0.0,1.0,0.0,0.0,97.754
11960,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,GNB,2038.0,0.0,0.0,0.0,2455092.736,206457.552,1348.0,,1233.0,2143.0,126.79,139.469,BEN_GNB,1.0,1.0,1.0,0.0,0.0,2021.0
11996,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,LBR,1462.0,0.0,0.0,0.0,2455092.736,359600.0,940.691,112.047,940.691,2666.0,16.951,18.646,BEN_LBR,0.0,0.0,1.0,0.0,0.0,2255.691
12014,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,MLI,1255.0,0.0,1.0,0.0,2455092.736,2596828.416,6517.167,6516.382,6269.2,282.048,7651.0,16407.0,BEN_MLI,0.0,0.0,0.0,1.0,1.0,6561.282
12029,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,NER,769.0,1.0,1.0,1.0,2455092.736,2076737.408,31581.61,8111.302,29003.316,6601.421,3658.774,6663.256,BEN_NER,0.0,0.0,0.0,0.0,0.0,157861.78100000002
12031,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,NGA,479.0,1.0,0.0,0.0,2455092.736,32004614.144,14980.547,14190.474,14980.547,6554.323,21332.76,23466.035,BEN_NGA,0.0,0.0,0.0,0.0,0.0,18349.261
12062,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,SEN,2309.0,0.0,1.0,1.0,2455092.736,5030344.192,384.056,384.056,326.81,246.703,234.765,247.49,BEN_SEN,0.0,0.0,0.0,0.0,0.0,20280.824
12066,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,SLE,1727.0,0.0,0.0,0.0,2455092.736,672375.936,25.818,6.097,25.818,3273.0,25.765,28.341,BEN_SLE,0.0,0.0,1.0,0.0,0.0,28.077
12081,Benin,1998,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,BEN,TGO,202.0,1.0,1.0,1.0,2455092.736,1587346.048,4650.878,4451.138,23367.0,4895.803,2392.738,4374.837,BEN_TGO,0.0,1.0,0.0,0.0,0.0,49370.799
12128,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,BFA,760.0,1.0,1.0,1.0,2488892.416,3014665.472,952.242,952.242,952.242,1531.453,855.775,941.353,BEN_BFA,0.0,0.0,0.0,0.0,0.0,1002.6179999999999
12149,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,CIV,759.0,0.0,1.0,1.0,2488892.416,12556457.984,745.516,740.051,745.516,603.314,2383.145,602.047,BEN_CIV,0.0,0.0,0.0,0.0,0.0,35651.340000000004
12186,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GHA,415.0,0.0,0.0,0.0,2488892.416,7718110.72,2187.403,2187.403,29.573,223.822,20.952,23.047,BEN_GHA,0.0,0.0,0.0,0.0,0.0,24069.718999999997
12188,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GIN,1784.0,0.0,1.0,1.0,2488892.416,3461282.304,123.071,123.071,63.274,61.97,1.299,61.986,BEN_GIN,0.0,0.0,0.0,0.0,0.0,151.252
12190,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GMB,2196.0,0.0,0.0,0.0,2488892.416,814724.032,75.265,74.745,75.265,3382.0,2.599,4439.0,BEN_GMB,0.0,0.0,1.0,0.0,1.0,120.411
12191,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GNB,2038.0,0.0,0.0,0.0,2488892.416,224446.656,1411.0,,1290.0,2228.0,1111.0,2998.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,1417.183
12227,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,LBR,1462.0,0.0,0.0,0.0,2488892.416,441800.032,10.893,10.893,10.893,2894.0,10.882,11.97,BEN_LBR,0.0,0.0,1.0,0.0,0.0,1488.893
12245,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,MLI,1255.0,0.0,1.0,0.0,2488892.416,2570429.696,1506.691,1282.701,653.657,1100.235,643.821,708.203,BEN_MLI,0.0,0.0,0.0,0.0,0.0,1589.9750000000001
12260,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,NER,769.0,1.0,1.0,1.0,2488892.416,2018193.536,8040.477,7657.137,5881.979,6786.784,5424.402,6678.586,BEN_NER,0.0,0.0,0.0,0.0,0.0,13594.83
12262,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,NGA,479.0,1.0,0.0,0.0,2488892.416,35870793.728,14282.576,1871.643,12849.194,3430.191,437.227,480.949,BEN_NGA,0.0,0.0,0.0,0.0,0.0,19170.624
12293,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,SEN,2309.0,0.0,1.0,1.0,2488892.416,5144045.056,491.862,486.982,320.195,381.497,319.312,383.557,BEN_SEN,0.0,0.0,0.0,0.0,0.0,25275.264
12297,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,SLE,1727.0,0.0,0.0,0.0,2488892.416,669384.768,2404.0,,2156.0,3201.0,1904.0,4134.0,BEN_SLE,1.0,1.0,1.0,1.0,1.0,4140.0
12312,Benin,1999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,TGO,202.0,1.0,1.0,1.0,2488892.416,1576094.464,37131.848,36980.344,23416.0,40069.945,567.16,4126.743,BEN_TGO,0.0,1.0,0.0,0.0,0.0,96887.872
12359,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,BFA,758.0,1.0,1.0,1.0,2359122.176,2610959.104,1499.851,1464.443,407.937,1566.788,442.696,546.649,BEN_BFA,0.0,0.0,0.0,0.0,0.0,2002.0810000000001
12380,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,CIV,758.0,0.0,1.0,1.0,2359122.176,10417060.864,723.518,713.933,887.04,240.121,936.341,242.802,BEN_CIV,0.0,0.0,0.0,0.0,0.0,44821.758
12417,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GHA,415.0,0.0,0.0,0.0,2359122.176,4982849.024,4877.305,4877.305,142.645,7852.212,5290.956,7852.212,BEN_GHA,0.0,0.0,0.0,0.0,0.0,31497.443
12419,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GIN,1784.0,0.0,1.0,1.0,2359122.176,2995361.024,107.928,107.928,51.528,86.416,62.424,49.802,BEN_GIN,0.0,0.0,0.0,0.0,0.0,109.89099999999999
12421,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GMB,2196.0,0.0,0.0,0.0,2359122.176,782913.856,27.866,27.866,27.866,3126.0,34.572,4120.0,BEN_GMB,0.0,0.0,1.0,0.0,1.0,56.448
12422,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,GNB,2038.0,0.0,0.0,0.0,2359122.176,370173.856,1690.0,,1541.0,2508.0,1328.0,3374.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,1751.242
12458,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,LBR,1462.0,0.0,0.0,0.0,2359122.176,529064.64,2260.0,,2184.0,2948.0,1709.0,3961.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,2429.085
12476,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,MLI,1255.0,0.0,1.0,0.0,2359122.176,2422482.432,452.912,64.894,14.575,507.927,43.396,507.927,BEN_MLI,0.0,0.0,0.0,0.0,0.0,681.68
12491,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,NER,766.0,1.0,1.0,1.0,2359122.176,1798374.528,12195.521,11591.277,7433.259,8365.631,7588.527,7827.507,BEN_NER,0.0,0.0,0.0,0.0,0.0,16416.859
12493,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,NGA,475.0,1.0,0.0,0.0,2359122.176,46385995.776,32981.784,32465.033,2783.029,36022.727,2855.629,36007.414,BEN_NGA,0.0,0.0,0.0,0.0,0.0,48928.785
12524,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,SEN,2310.0,0.0,1.0,1.0,2359122.176,4679604.736,1258.753,1258.531,1214.414,995.39,1220.634,999.561,BEN_SEN,0.0,0.0,0.0,0.0,0.0,14164.443000000001
12528,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,SLE,1728.0,0.0,0.0,0.0,2359122.176,635873.984,2260.0,,2034.0,3008.0,1720.0,4154.0,BEN_SLE,1.0,1.0,1.0,1.0,1.0,3838.0
12543,Benin,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BEN,TGO,201.0,1.0,1.0,1.0,2359122.176,1294250.24,2343.069,2195.192,686.455,1890.374,683.584,1889.18,BEN_TGO,0.0,0.0,0.0,0.0,0.0,27081.177
12590,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,BFA,758.0,1.0,1.0,1.0,2499269.376,2812845.568,1991.68,1931.926,971.945,1938.869,1083.501,1259.69,BEN_BFA,0.0,0.0,0.0,0.0,0.0,3730.267
12611,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,CIV,758.0,0.0,1.0,1.0,2499269.376,10545285.12,737.661,729.831,735.929,368.048,1019.504,369.257,BEN_CIV,0.0,0.0,0.0,0.0,0.0,32162.621
12648,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GHA,415.0,0.0,0.0,0.0,2499269.376,5314871.808,10707.328,10637.304,626.015,565.061,15151.475,565.063,BEN_GHA,0.0,0.0,0.0,0.0,0.0,40072.439
12650,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GIN,1784.0,0.0,1.0,1.0,2499269.376,2833442.816,35.972,35.866,21.977,14.958,38.885,3.588,BEN_GIN,0.0,0.0,0.0,0.0,0.0,119.964
12652,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GMB,2196.0,0.0,0.0,0.0,2499269.376,687410.624,2139.0,,1906.0,3177.0,1725.0,4172.0,BEN_GMB,1.0,1.0,1.0,1.0,1.0,2322.189
12653,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,GNB,2038.0,0.0,0.0,0.0,2499269.376,392278.176,1784.0,,1624.0,2777.0,1493.0,3557.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,2842.0
12689,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,LBR,1462.0,0.0,0.0,0.0,2499269.376,515000.0,2405.0,,2154.0,3037.0,1814.0,4167.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,2514.453
12707,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,MLI,1255.0,0.0,1.0,0.0,2499269.376,2629739.008,8588.902,329.83,99.076,9351.72,124.976,9351.722,BEN_MLI,0.0,0.0,0.0,0.0,0.0,8660.859
12722,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,NER,766.0,1.0,1.0,1.0,2499269.376,1945327.488,6320.524,5460.963,4447.851,6823.552,4972.898,6322.485,BEN_NER,0.0,0.0,0.0,0.0,0.0,8565.733
12724,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,NGA,475.0,1.0,0.0,0.0,2499269.376,44138012.672,46581.351,40573.543,9658.689,176696.715,13379.606,176679.406,BEN_NGA,0.0,0.0,0.0,0.0,0.0,77576.55900000001
12755,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,SEN,2310.0,0.0,1.0,1.0,2499269.376,4877601.792,1191.76,1191.76,1036.78,1413.926,1506.527,1416.099,BEN_SEN,0.0,0.0,0.0,0.0,0.0,10546.256
12759,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,SLE,1728.0,0.0,0.0,0.0,2499269.376,1079478.4,74.019,74.019,74.02,3759.0,74.412,155930.688,BEN_SLE,0.0,0.0,1.0,0.0,0.0,81.215
12774,Benin,2001,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,BEN,TGO,201.0,1.0,1.0,1.0,2499269.376,1332328.96,4396.618,3626.814,2456.567,3279.663,2764.524,3278.591,BEN_TGO,0.0,0.0,0.0,0.0,0.0,56861.806000000004
12821,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,BFA,758.0,1.0,1.0,1.0,2807657.472,3205592.32,2377.659,2354.666,1115.741,1911.584,1109.453,1893.148,BEN_BFA,0.0,0.0,0.0,0.0,0.0,3302.5330000000004
12842,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,CIV,758.0,0.0,1.0,1.0,2807657.472,11486664.704,1316.58,1080.663,1157.141,571.902,1150.615,570.191,BEN_CIV,0.0,0.0,0.0,0.0,0.0,43624.908
12879,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GHA,415.0,0.0,0.0,0.0,2807657.472,6166197.248,13541.199,13513.43,1456.069,902.617,13464.853,902.616,BEN_GHA,0.0,0.0,0.0,0.0,0.0,53827.020000000004
12881,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GIN,1784.0,0.0,1.0,1.0,2807657.472,2949637.12,15.713,15.713,11.544,43.975,11.477,43.975,BEN_GIN,0.0,0.0,0.0,0.0,0.0,31.648
12883,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GMB,2196.0,0.0,0.0,0.0,2807657.472,578235.328,4.725,4.725,1937.0,4.94,1768.0,4.944,BEN_GMB,0.0,1.0,0.0,1.0,0.0,146.652
12884,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,GNB,2038.0,0.0,0.0,0.0,2807657.472,415843.488,1901.0,,1839.0,2852.0,1557.0,3898.0,BEN_GNB,1.0,1.0,1.0,1.0,1.0,3065.0
12920,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,LBR,1462.0,0.0,0.0,0.0,2807657.472,536000.0,2509.0,,2339.0,3441.0,1975.0,4622.0,BEN_LBR,1.0,1.0,1.0,1.0,1.0,2537.663
12938,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,MLI,1255.0,0.0,1.0,0.0,2807657.472,3342824.192,8362.242,296.127,59.934,9132.768,59.596,9132.768,BEN_MLI,0.0,0.0,0.0,0.0,0.0,8861.684000000001
12953,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,NER,766.0,1.0,1.0,1.0,2807657.472,2170481.408,8070.866,6727.274,5152.698,9863.794,5123.646,9606.744,BEN_NER,0.0,0.0,0.0,0.0,0.0,13103.729
12955,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,NGA,475.0,1.0,0.0,0.0,2807657.472,59116867.584,53155.402,50818.02,35981.326,30797.073,35778.449,30738.607,BEN_NGA,0.0,0.0,0.0,0.0,0.0,138329.84100000001
12986,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,SEN,2310.0,0.0,1.0,1.0,2807657.472,5333862.4,787.587,787.562,781.214,551.463,776.809,547.827,BEN_SEN,0.0,0.0,0.0,0.0,0.0,27253.877
12990,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,SLE,1728.0,0.0,0.0,0.0,2807657.472,1239004.288,3408.0,,3073.0,4320.0,2513.0,235156.531,BEN_SLE,1.0,1.0,1.0,1.0,0.0,3722.674
13005,Benin,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BEN,TGO,201.0,1.0,1.0,1.0,2807657.472,1474630.144,5890.267,4956.46,4150.243,2987.889,4126.845,2970.196,BEN_TGO,0.0,0.0,0.0,0.0,0.0,54074.925
13053,Benin,2003,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,BFA,758.0,1.0,1.0,1.0,3557229.824,4205691.136,74823.473,22543.598,2155.481,78858.398,2155.968,78245.656,BEN_BFA,0.0,0.0,0.0,0.0,0.0,84377.516
13074,Benin,2003,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,CIV,758.0,0.0,1.0,1.0,3557229.824,13737482.24,1190.79,1027.185,1364.888,675.608,1365.198,676.725,BEN_CIV,0.0,0.0,0.0,0.0,0.0,53216.341
13111,Benin,2003,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,BEN,GHA,415.0,0.0,0.0,0.0,3557229.824,7632720.896,5367.713,5227.906,1086.231,578.672,4839.434,578.673,BEN_GHA,0.0,0.0,0.0,0.0,0.0,77406.072
